Setup title,"C-V Sweep_Device3_W1_Light_1k-950k"
-0.34,1.62705E-10
-0.35,1.61314E-10
-0.36,1.59475E-10
-0.37,1.5985E-10
-0.38,1.60055E-10
-0.39,1.5945E-10
-0.4,1.61184E-10
-0.41,1.63027E-10
-0.42,1.63355E-10
-0.43,1.66225E-10
-0.44,1.69455E-10
-0.45,1.72171E-10
-0.46,1.74998E-10
-0.47,1.78981E-10
-0.48,1.82867E-10
-0.49,1.88613E-10
-0.5,1.91185E-10
-0.51,1.96009E-10
-0.52,1.98271E-10
-0.53,2.01664E-10
-0.54,2.04447E-10
-0.55,2.0815E-10
-0.56,2.10523E-10
-0.57,2.13011E-10
-0.58,2.14998E-10
-0.59,2.17338E-10
-0.6,2.19315E-10
-0.61,2.20258E-10
-0.62,2.22059E-10
-0.63,2.23758E-10
-0.64,2.25138E-10
-0.65,2.25828E-10
-0.66,2.27476E-10
-0.67,2.28569E-10
-0.68,2.29727E-10
-0.69,2.30624E-10
-0.7,2.31578E-10
-0.71,2.31979E-10
-0.72,2.33177E-10
-0.73,2.33708E-10
-0.74,2.34276E-10
-0.75,2.3542E-10
-0.76,2.36787E-10
-0.77,2.36827E-10
-0.78,2.3651E-10
-0.79,2.37314E-10
-0.8,2.37617E-10
-0.81,2.38738E-10
-0.82,2.39398E-10
-0.83,2.39189E-10
-0.84,2.39543E-10
-0.85,2.40494E-10
-0.86,2.40546E-10
-0.87,2.4071E-10
-0.88,2.41288E-10
-0.89,2.42482E-10
-0.9,2.42057E-10
-0.91,2.41742E-10
-0.92,2.42429E-10
-0.93,2.42791E-10
-0.94,2.43017E-10
-0.95,2.4377E-10
-0.96,2.43119E-10
-0.97,2.43961E-10
-0.98,2.44205E-10
-0.99,2.44284E-10
-1,2.44439E-10
-1.01,2.4493E-10
-1.02,2.44818E-10
-1.03,2.44904E-10
-1.04,2.45091E-10
-1.05,2.4596E-10
-1.06,2.45845E-10
-1.07,2.46267E-10
-1.08,2.46061E-10
-1.09,2.46239E-10
-1.1,2.46608E-10
-1.11,2.46514E-10
-1.12,2.46458E-10
-1.13,2.47477E-10
-1.14,2.47091E-10
-1.15,2.46965E-10
-1.16,2.47723E-10
-1.17,2.47653E-10
-1.18,2.48253E-10
-1.19,2.47482E-10
-1.2,2.47259E-10
-1.21,2.4743E-10
-1.22,2.48274E-10
-1.23,2.48559E-10
-1.24,2.4826E-10
-1.25,2.48273E-10
-1.26,2.48809E-10
-1.27,2.48779E-10
-1.28,2.48718E-10
-1.29,2.48964E-10
-1.3,2.49318E-10
-1.31,2.48925E-10
-1.32,2.48957E-10
-1.33,2.49123E-10
-1.34,2.4923E-10
-1.35,2.48883E-10
-1.36,2.4947E-10
-1.37,2.49998E-10
-1.38,2.49624E-10
-1.39,2.49901E-10
-1.4,2.49593E-10
-1.41,2.50077E-10
-1.42,2.50451E-10
-1.43,2.50226E-10
-1.44,2.49601E-10
-1.45,2.5072E-10
-1.46,2.51045E-10
-1.47,2.50163E-10
-1.48,2.50869E-10
-1.49,2.50862E-10
-1.5,2.50913E-10
-1.51,2.5095E-10
-1.52,2.50343E-10
-1.53,2.5079E-10
-1.54,2.50658E-10
-1.55,2.50815E-10
-1.56,2.5116E-10
-1.57,2.51214E-10
-1.58,2.50568E-10
-1.59,2.50693E-10
-1.6,2.51542E-10
-1.61,2.51546E-10
-1.62,2.51057E-10
-1.63,2.51075E-10
-1.64,2.50897E-10
-1.65,2.51985E-10
-1.66,2.51069E-10
-1.67,2.51514E-10
-1.68,2.51652E-10
-1.69,2.5149E-10
-1.7,2.51213E-10
-1.71,2.51613E-10
-1.72,2.52061E-10
-1.73,2.51708E-10
-1.74,2.52452E-10
-1.75,2.51926E-10
-1.76,2.51605E-10
-1.77,2.51744E-10
-1.78,2.52264E-10
-1.79,2.52033E-10
-1.8,2.52129E-10
-1.81,2.52335E-10
-1.82,2.52839E-10
-1.83,2.51835E-10
-1.84,2.52214E-10
-1.85,2.52634E-10
-1.86,2.52264E-10
-1.87,2.52693E-10
-1.88,2.52578E-10
-1.89,2.5183E-10
-1.9,2.52604E-10
-1.91,2.52951E-10
-1.92,2.52266E-10
-1.93,2.52419E-10
-1.94,2.52534E-10
-1.95,2.53253E-10
-1.96,2.52147E-10
-1.97,2.52621E-10
-1.98,2.53207E-10
-1.99,2.5292E-10
-2,2.52983E-10
-2.01,2.52866E-10
-2.02,2.52395E-10
-2.03,2.52949E-10
-2.04,2.53247E-10
-2.05,2.52778E-10
-2.06,2.5355E-10
-2.07,2.5272E-10
-2.08,2.52933E-10
-2.09,2.53354E-10
-2.1,2.52248E-10
-2.11,2.53279E-10
-2.12,2.5263E-10
-2.13,2.53439E-10
-2.14,2.53508E-10
-2.15,2.52832E-10
-2.16,2.53352E-10
-2.17,2.52828E-10
-2.18,2.53399E-10
-2.19,2.53045E-10
-2.2,2.53014E-10
-2.21,2.53121E-10
-2.22,2.53445E-10
-2.23,2.53571E-10
-2.24,2.54709E-10
-2.25,2.56409E-10
-2.26,2.54133E-10
-2.27,2.5356E-10
-2.28,2.53546E-10
-2.29,2.53708E-10
-2.3,2.54458E-10
-2.31,2.53554E-10
-2.32,2.54032E-10
-2.33,2.54306E-10
-2.34,2.54051E-10
-2.35,2.5434E-10
-2.36,2.55404E-10
-2.37,2.54656E-10
-2.38,2.5646E-10
-2.39,2.56471E-10
-2.4,2.57693E-10
-2.41,2.57372E-10
-2.42,2.6512E-10
-2.43,2.66008E-10
-2.44,2.64847E-10
-2.45,2.62035E-10
-2.46,2.61489E-10
-2.47,2.65148E-10
-2.48,2.62884E-10
-2.49,2.61091E-10
-2.5,2.64832E-10
-2.51,2.60729E-10
-2.52,2.57602E-10
-2.53,2.55887E-10
-2.54,2.54212E-10
-2.55,2.54866E-10
-2.56,2.56757E-10
-2.57,2.56226E-10
-2.58,2.55445E-10
-2.59,2.59177E-10
-2.6,2.55961E-10
-2.61,2.5464E-10
-2.62,2.55057E-10
-2.63,2.57083E-10
-2.64,2.56312E-10
-2.65,2.56573E-10
-2.66,2.56816E-10
-2.67,2.56307E-10
-2.68,2.56676E-10
-2.69,2.60607E-10
-2.7,2.59356E-10
-2.71,2.57141E-10
-2.72,2.56315E-10
-2.73,2.56717E-10
-2.74,2.54884E-10
-2.75,2.55241E-10
-2.76,2.5546E-10
-2.77,2.55501E-10
-2.78,2.55901E-10
-2.79,2.56691E-10
-2.8,2.5628E-10
-2.81,2.55972E-10
-2.82,2.56224E-10
-2.83,2.55992E-10
-2.84,2.55884E-10
-2.85,2.56173E-10
-2.86,2.55866E-10
-2.87,2.55551E-10
-2.88,2.55877E-10
-2.89,2.56391E-10
-2.9,2.56686E-10
-2.91,2.56823E-10
-2.92,2.56503E-10
-2.93,2.56919E-10
-2.94,2.57005E-10
-2.95,2.57394E-10
-2.96,2.58047E-10
-2.97,2.57449E-10
-2.98,2.57375E-10
-2.99,2.57704E-10
-3,2.56737E-10
-3,2.43299E-10
-2.99,2.43217E-10
-2.98,2.43316E-10
-2.97,2.43302E-10
-2.96,2.43344E-10
-2.95,2.43185E-10
-2.94,2.43172E-10
-2.93,2.43275E-10
-2.92,2.43318E-10
-2.91,2.43157E-10
-2.9,2.43185E-10
-2.89,2.43188E-10
-2.88,2.43087E-10
-2.87,2.43205E-10
-2.86,2.43161E-10
-2.85,2.43066E-10
-2.84,2.43056E-10
-2.83,2.43201E-10
-2.82,2.43107E-10
-2.81,2.43019E-10
-2.8,2.42982E-10
-2.79,2.42993E-10
-2.78,2.42981E-10
-2.77,2.42986E-10
-2.76,2.42977E-10
-2.75,2.42896E-10
-2.74,2.43043E-10
-2.73,2.43031E-10
-2.72,2.42936E-10
-2.71,2.42926E-10
-2.7,2.42992E-10
-2.69,2.42849E-10
-2.68,2.42791E-10
-2.67,2.4288E-10
-2.66,2.42906E-10
-2.65,2.42755E-10
-2.64,2.42728E-10
-2.63,2.42841E-10
-2.62,2.4266E-10
-2.61,2.42689E-10
-2.6,2.42701E-10
-2.59,2.42628E-10
-2.58,2.42669E-10
-2.57,2.42606E-10
-2.56,2.42703E-10
-2.55,2.42607E-10
-2.54,2.42629E-10
-2.53,2.42426E-10
-2.52,2.42511E-10
-2.51,2.42526E-10
-2.5,2.42418E-10
-2.49,2.42418E-10
-2.48,2.42498E-10
-2.47,2.4257E-10
-2.46,2.42467E-10
-2.45,2.42353E-10
-2.44,2.42375E-10
-2.43,2.42437E-10
-2.42,2.4232E-10
-2.41,2.42303E-10
-2.4,2.42349E-10
-2.39,2.42419E-10
-2.38,2.42246E-10
-2.37,2.42311E-10
-2.36,2.42341E-10
-2.35,2.42106E-10
-2.34,2.42291E-10
-2.33,2.42106E-10
-2.32,2.42214E-10
-2.31,2.42216E-10
-2.3,2.4214E-10
-2.29,2.42069E-10
-2.28,2.42035E-10
-2.27,2.41993E-10
-2.26,2.41952E-10
-2.25,2.41959E-10
-2.24,2.41871E-10
-2.23,2.41936E-10
-2.22,2.41986E-10
-2.21,2.41812E-10
-2.2,2.41795E-10
-2.19,2.41794E-10
-2.18,2.41775E-10
-2.17,2.41886E-10
-2.16,2.41759E-10
-2.15,2.41795E-10
-2.14,2.41729E-10
-2.13,2.41638E-10
-2.12,2.41615E-10
-2.11,2.41668E-10
-2.1,2.41709E-10
-2.09,2.41505E-10
-2.08,2.4142E-10
-2.07,2.41411E-10
-2.06,2.41447E-10
-2.05,2.41367E-10
-2.04,2.41472E-10
-2.03,2.41295E-10
-2.02,2.41291E-10
-2.01,2.41214E-10
-2,2.41291E-10
-1.99,2.41168E-10
-1.98,2.41212E-10
-1.97,2.41164E-10
-1.96,2.41119E-10
-1.95,2.4122E-10
-1.94,2.41189E-10
-1.93,2.41021E-10
-1.92,2.41111E-10
-1.91,2.40952E-10
-1.9,2.41037E-10
-1.89,2.40953E-10
-1.88,2.40826E-10
-1.87,2.40898E-10
-1.86,2.40898E-10
-1.85,2.4089E-10
-1.84,2.40718E-10
-1.83,2.40703E-10
-1.82,2.40644E-10
-1.81,2.40629E-10
-1.8,2.40635E-10
-1.79,2.40699E-10
-1.78,2.40463E-10
-1.77,2.4051E-10
-1.76,2.40334E-10
-1.75,2.40428E-10
-1.74,2.40325E-10
-1.73,2.40274E-10
-1.72,2.40201E-10
-1.71,2.40216E-10
-1.7,2.4015E-10
-1.69,2.40128E-10
-1.68,2.39998E-10
-1.67,2.3994E-10
-1.66,2.40069E-10
-1.65,2.39972E-10
-1.64,2.39943E-10
-1.63,2.39736E-10
-1.62,2.39772E-10
-1.61,2.39722E-10
-1.6,2.39685E-10
-1.59,2.39506E-10
-1.58,2.39452E-10
-1.57,2.39492E-10
-1.56,2.39245E-10
-1.55,2.39365E-10
-1.54,2.39285E-10
-1.53,2.39221E-10
-1.52,2.39072E-10
-1.51,2.39122E-10
-1.5,2.38823E-10
-1.49,2.3893E-10
-1.48,2.3883E-10
-1.47,2.38705E-10
-1.46,2.38747E-10
-1.45,2.3887E-10
-1.44,2.38499E-10
-1.43,2.38372E-10
-1.42,2.38392E-10
-1.41,2.38421E-10
-1.4,2.38341E-10
-1.39,2.38015E-10
-1.38,2.38137E-10
-1.37,2.37982E-10
-1.36,2.37834E-10
-1.35,2.37882E-10
-1.34,2.37839E-10
-1.33,2.37628E-10
-1.32,2.37625E-10
-1.31,2.37408E-10
-1.3,2.37496E-10
-1.29,2.37434E-10
-1.28,2.37076E-10
-1.27,2.3709E-10
-1.26,2.36845E-10
-1.25,2.36899E-10
-1.24,2.36793E-10
-1.23,2.36665E-10
-1.22,2.36517E-10
-1.21,2.36266E-10
-1.2,2.36261E-10
-1.19,2.36052E-10
-1.18,2.3597E-10
-1.17,2.35891E-10
-1.16,2.35763E-10
-1.15,2.35683E-10
-1.14,2.35472E-10
-1.13,2.35382E-10
-1.12,2.35096E-10
-1.11,2.3486E-10
-1.1,2.3499E-10
-1.09,2.34708E-10
-1.08,2.34594E-10
-1.07,2.3435E-10
-1.06,2.34051E-10
-1.05,2.34039E-10
-1.04,2.33773E-10
-1.03,2.3368E-10
-1.02,2.33495E-10
-1.01,2.33152E-10
-1,2.328E-10
-0.99,2.32657E-10
-0.98,2.3242E-10
-0.97,2.32216E-10
-0.96,2.31942E-10
-0.95,2.31658E-10
-0.94,2.31479E-10
-0.93,2.31143E-10
-0.92,2.30852E-10
-0.91,2.30585E-10
-0.9,2.3043E-10
-0.89,2.29971E-10
-0.88,2.29583E-10
-0.87,2.29214E-10
-0.86,2.28963E-10
-0.85,2.28609E-10
-0.84,2.28084E-10
-0.83,2.27636E-10
-0.82,2.2729E-10
-0.81,2.26889E-10
-0.8,2.26369E-10
-0.79,2.2595E-10
-0.78,2.25206E-10
-0.77,2.24733E-10
-0.76,2.24193E-10
-0.75,2.23465E-10
-0.74,2.22878E-10
-0.73,2.22191E-10
-0.72,2.21571E-10
-0.71,2.20622E-10
-0.7,2.20056E-10
-0.69,2.19115E-10
-0.68,2.18023E-10
-0.67,2.17142E-10
-0.66,2.16058E-10
-0.65,2.14929E-10
-0.64,2.13687E-10
-0.63,2.12257E-10
-0.62,2.10934E-10
-0.61,2.09288E-10
-0.6,2.07772E-10
-0.59,2.05818E-10
-0.58,2.03974E-10
-0.57,2.02028E-10
-0.56,1.99622E-10
-0.55,1.97475E-10
-0.54,1.9474E-10
-0.53,1.92231E-10
-0.52,1.89416E-10
-0.51,1.86281E-10
-0.5,1.83307E-10
-0.49,1.80277E-10
-0.48,1.77083E-10
-0.47,1.74016E-10
-0.46,1.70979E-10
-0.45,1.68363E-10
-0.44,1.65459E-10
-0.43,1.63275E-10
-0.42,1.61242E-10
-0.41,1.59713E-10
-0.4,1.58389E-10
-0.39,1.57514E-10
-0.38,1.57333E-10
-0.37,1.57451E-10
-0.36,1.57783E-10
-0.35,1.58416E-10
-0.34,1.597E-10
-0.33,1.60908E-10
-0.32,1.62483E-10
-0.31,1.64346E-10
-0.3,1.66361E-10
-0.29,1.68575E-10
-0.28,1.70606E-10
-0.27,1.73007E-10
-0.26,1.75489E-10
-0.25,1.77616E-10
-0.24,1.80128E-10
-0.23,1.82277E-10
-0.22,1.84811E-10
-0.21,1.87228E-10
-0.2,1.89447E-10
-0.19,1.91816E-10
-0.18,1.93883E-10
-0.17,1.95924E-10
-0.16,1.98213E-10
-0.15,2.00028E-10
-0.14,2.0196E-10
-0.13,2.03918E-10
-0.12,2.0542E-10
-0.11,2.07532E-10
-0.1,2.08765E-10
-0.09,2.10525E-10
-0.08,2.11984E-10
-0.07,2.13497E-10
-0.06,2.14767E-10
-0.05,2.16106E-10
-0.04,2.17499E-10
-0.03,2.18627E-10
-0.02,2.19773E-10
-0.01,2.20777E-10
0,2.21748E-10
0.01,2.22843E-10
0.02,2.23576E-10
0.03,2.24506E-10
0.04,2.25452E-10
0.05,2.26186E-10
0.06,2.27056E-10
0.07,2.27706E-10
0.08,2.28296E-10
0.09,2.29098E-10
0.1,2.29784E-10
0.11,2.30272E-10
0.12,2.30817E-10
0.13,2.31522E-10
0.14,2.32051E-10
0.15,2.32551E-10
0.16,2.32989E-10
0.17,2.33401E-10
0.18,2.33848E-10
0.19,2.34292E-10
0.2,2.34821E-10
0.21,2.35147E-10
0.22,2.3552E-10
0.23,2.36102E-10
0.24,2.36217E-10
0.25,2.36766E-10
0.26,2.36896E-10
0.27,2.37392E-10
0.28,2.37622E-10
0.29,2.37922E-10
0.3,2.38269E-10
0.31,2.38574E-10
0.32,2.38789E-10
0.33,2.39094E-10
0.34,2.3945E-10
0.35,2.39527E-10
0.36,2.39943E-10
0.37,2.40029E-10
0.38,2.40412E-10
0.39,2.40465E-10
0.4,2.40664E-10
0.41,2.40861E-10
0.42,2.41068E-10
0.43,2.41276E-10
0.44,2.41608E-10
0.45,2.41718E-10
0.46,2.41945E-10
0.47,2.42101E-10
0.48,2.42351E-10
0.49,2.4242E-10
0.5,2.4263E-10
0.51,2.42618E-10
0.52,2.42798E-10
0.53,2.4304E-10
0.54,2.4314E-10
0.55,2.4327E-10
0.56,2.43378E-10
0.57,2.43598E-10
0.58,2.4374E-10
0.59,2.438E-10
0.6,2.43867E-10
0.61,2.43955E-10
0.62,2.44051E-10
0.63,2.44268E-10
0.64,2.44421E-10
0.65,2.44361E-10
0.66,2.44601E-10
0.67,2.44731E-10
0.68,2.44863E-10
0.69,2.44958E-10
0.7,2.45074E-10
0.71,2.45171E-10
0.72,2.45076E-10
0.73,2.4531E-10
0.74,2.45431E-10
0.75,2.45511E-10
0.76,2.45637E-10
0.77,2.45754E-10
0.78,2.4573E-10
0.79,2.4571E-10
0.8,2.45772E-10
0.81,2.45933E-10
0.82,2.46117E-10
0.83,2.46129E-10
0.84,2.46251E-10
0.85,2.46194E-10
0.86,2.46386E-10
0.87,2.46297E-10
0.88,2.46484E-10
0.89,2.4646E-10
0.9,2.46618E-10
0.91,2.46691E-10
0.92,2.4676E-10
0.93,2.4679E-10
0.94,2.46834E-10
0.95,2.46922E-10
0.96,2.47019E-10
0.97,2.4693E-10
0.98,2.47162E-10
0.99,2.4705E-10
1,2.47211E-10
1.01,2.47395E-10
1.02,2.47341E-10
1.03,2.47409E-10
1.04,2.47347E-10
1.05,2.47435E-10
1.06,2.47663E-10
1.07,2.47624E-10
1.08,2.47679E-10
1.09,2.47741E-10
1.1,2.47813E-10
1.11,2.47901E-10
1.12,2.47767E-10
1.13,2.47995E-10
1.14,2.47839E-10
1.15,2.47893E-10
1.16,2.48016E-10
1.17,2.48104E-10
1.18,2.48194E-10
1.19,2.48007E-10
1.2,2.48247E-10
1.21,2.48327E-10
1.22,2.48109E-10
1.23,2.48339E-10
1.24,2.48363E-10
1.25,2.48388E-10
1.26,2.48422E-10
1.27,2.4845E-10
1.28,2.48463E-10
1.29,2.48496E-10
1.3,2.48567E-10
1.31,2.48603E-10
1.32,2.48689E-10
1.33,2.48542E-10
1.34,2.48693E-10
1.35,2.48759E-10
1.36,2.48635E-10
1.37,2.48823E-10
1.38,2.48872E-10
1.39,2.48819E-10
1.4,2.4875E-10
1.41,2.48933E-10
1.42,2.48846E-10
1.43,2.4915E-10
1.44,2.49026E-10
1.45,2.49038E-10
1.46,2.49009E-10
1.47,2.49074E-10
1.48,2.49179E-10
1.49,2.49081E-10
1.5,2.49121E-10
1.51,2.49117E-10
1.52,2.4923E-10
1.53,2.49223E-10
1.54,2.49226E-10
1.55,2.49215E-10
1.56,2.49362E-10
1.57,2.49327E-10
1.58,2.49349E-10
1.59,2.4932E-10
1.6,2.49466E-10
1.61,2.49488E-10
1.62,2.49506E-10
1.63,2.49474E-10
1.64,2.49452E-10
1.65,2.4949E-10
1.66,2.49753E-10
1.67,2.49453E-10
1.68,2.49647E-10
1.69,2.49598E-10
1.7,2.49666E-10
1.71,2.49634E-10
1.72,2.4962E-10
1.73,2.49697E-10
1.74,2.49675E-10
1.75,2.49722E-10
1.76,2.4959E-10
1.77,2.49834E-10
1.78,2.49904E-10
1.79,2.49882E-10
1.8,2.49836E-10
1.81,2.49924E-10
1.82,2.49915E-10
1.83,2.49988E-10
1.84,2.49815E-10
1.85,2.5005E-10
1.86,2.49829E-10
1.87,2.49929E-10
1.88,2.50049E-10
1.89,2.50094E-10
1.9,2.49968E-10
1.91,2.50071E-10
1.92,2.50154E-10
1.93,2.50177E-10
1.94,2.50132E-10
1.95,2.502E-10
1.96,2.50129E-10
1.97,2.50214E-10
1.98,2.50154E-10
1.99,2.50058E-10
2,2.50315E-10
2.01,2.50174E-10
2.02,2.50343E-10
2.03,2.50299E-10
2.04,2.50257E-10
2.05,2.50315E-10
2.06,2.50365E-10
2.07,2.50338E-10
2.08,2.50255E-10
2.09,2.50381E-10
2.1,2.50306E-10
2.11,2.50354E-10
2.12,2.5042E-10
2.13,2.50434E-10
2.14,2.50522E-10
2.15,2.50445E-10
2.16,2.50485E-10
2.17,2.50476E-10
2.18,2.50459E-10
2.19,2.50491E-10
2.2,2.506E-10
2.21,2.50547E-10
2.22,2.50545E-10
2.23,2.50694E-10
2.24,2.50641E-10
2.25,2.50585E-10
2.26,2.50555E-10
2.27,2.50669E-10
2.28,2.50573E-10
2.29,2.50677E-10
2.3,2.50681E-10
2.31,2.50742E-10
2.32,2.50744E-10
2.33,2.50513E-10
2.34,2.50697E-10
2.35,2.5063E-10
2.36,2.50593E-10
2.37,2.50731E-10
2.38,2.50752E-10
2.39,2.5073E-10
2.4,2.50778E-10
2.41,2.50743E-10
2.42,2.50732E-10
2.43,2.50832E-10
2.44,2.50763E-10
2.45,2.50821E-10
2.46,2.50779E-10
2.47,2.50937E-10
2.48,2.50874E-10
2.49,2.50836E-10
2.5,2.50925E-10
2.51,2.50911E-10
2.52,2.50766E-10
2.53,2.51028E-10
2.54,2.50842E-10
2.55,2.50955E-10
2.56,2.50766E-10
2.57,2.50885E-10
2.58,2.50919E-10
2.59,2.50916E-10
2.6,2.51067E-10
2.61,2.50978E-10
2.62,2.50979E-10
2.63,2.51028E-10
2.64,2.50979E-10
2.65,2.51191E-10
2.66,2.50982E-10
2.67,2.51065E-10
2.68,2.51036E-10
2.69,2.50984E-10
2.7,2.5121E-10
2.71,2.51046E-10
2.72,2.51094E-10
2.73,2.5111E-10
2.74,2.51078E-10
2.75,2.51257E-10
2.76,2.5121E-10
2.77,2.51163E-10
2.78,2.51152E-10
2.79,2.51044E-10
2.8,2.5129E-10
2.81,2.51291E-10
2.82,2.51113E-10
2.83,2.51165E-10
2.84,2.51192E-10
2.85,2.5121E-10
2.86,2.51315E-10
2.87,2.5121E-10
2.88,2.51535E-10
2.89,2.51292E-10
2.9,2.5137E-10
2.91,2.51314E-10
2.92,2.51387E-10
2.93,2.51188E-10
2.94,2.51265E-10
2.95,2.51419E-10
2.96,2.51332E-10
2.97,2.51338E-10
2.98,2.51266E-10
2.99,2.51396E-10
3,2.5136E-10
3,2.51368E-10
2.99,2.51364E-10
2.98,2.51184E-10
2.97,2.51324E-10
2.96,2.51311E-10
2.95,2.51137E-10
2.94,2.51336E-10
2.93,2.5116E-10
2.92,2.51299E-10
2.91,2.51323E-10
2.9,2.51236E-10
2.89,2.51128E-10
2.88,2.51262E-10
2.87,2.51247E-10
2.86,2.51288E-10
2.85,2.51302E-10
2.84,2.51251E-10
2.83,2.51176E-10
2.82,2.51094E-10
2.81,2.51193E-10
2.8,2.51175E-10
2.79,2.5131E-10
2.78,2.51175E-10
2.77,2.51146E-10
2.76,2.51094E-10
2.75,2.51206E-10
2.74,2.51195E-10
2.73,2.5118E-10
2.72,2.51144E-10
2.71,2.50995E-10
2.7,2.51117E-10
2.69,2.51E-10
2.68,2.5112E-10
2.67,2.51003E-10
2.66,2.50977E-10
2.65,2.51019E-10
2.64,2.51119E-10
2.63,2.50932E-10
2.62,2.51064E-10
2.61,2.5095E-10
2.6,2.50968E-10
2.59,2.51029E-10
2.58,2.50868E-10
2.57,2.51008E-10
2.56,2.50984E-10
2.55,2.50766E-10
2.54,2.50983E-10
2.53,2.50895E-10
2.52,2.50958E-10
2.51,2.50801E-10
2.5,2.50966E-10
2.49,2.50929E-10
2.48,2.50825E-10
2.47,2.50964E-10
2.46,2.50819E-10
2.45,2.5081E-10
2.44,2.50819E-10
2.43,2.50862E-10
2.42,2.50719E-10
2.41,2.50801E-10
2.4,2.50793E-10
2.39,2.50722E-10
2.38,2.5085E-10
2.37,2.5076E-10
2.36,2.50816E-10
2.35,2.50611E-10
2.34,2.5067E-10
2.33,2.50603E-10
2.32,2.5076E-10
2.31,2.50743E-10
2.3,2.50573E-10
2.29,2.50465E-10
2.28,2.50528E-10
2.27,2.50722E-10
2.26,2.50666E-10
2.25,2.5056E-10
2.24,2.50504E-10
2.23,2.50577E-10
2.22,2.50604E-10
2.21,2.507E-10
2.2,2.50494E-10
2.19,2.50519E-10
2.18,2.50503E-10
2.17,2.50467E-10
2.16,2.50515E-10
2.15,2.50471E-10
2.14,2.50564E-10
2.13,2.50474E-10
2.12,2.50358E-10
2.11,2.50295E-10
2.1,2.50347E-10
2.09,2.50324E-10
2.08,2.50356E-10
2.07,2.50377E-10
2.06,2.50395E-10
2.05,2.5023E-10
2.04,2.50268E-10
2.03,2.50227E-10
2.02,2.50235E-10
2.01,2.50188E-10
2,2.50099E-10
1.99,2.50329E-10
1.98,2.50235E-10
1.97,2.50269E-10
1.96,2.50178E-10
1.95,2.50193E-10
1.94,2.50122E-10
1.93,2.50139E-10
1.92,2.50086E-10
1.91,2.49987E-10
1.9,2.50195E-10
1.89,2.50079E-10
1.88,2.49968E-10
1.87,2.50086E-10
1.86,2.49957E-10
1.85,2.49961E-10
1.84,2.49949E-10
1.83,2.4992E-10
1.82,2.49815E-10
1.81,2.49961E-10
1.8,2.49784E-10
1.79,2.49791E-10
1.78,2.49744E-10
1.77,2.49929E-10
1.76,2.49869E-10
1.75,2.49718E-10
1.74,2.49934E-10
1.73,2.49664E-10
1.72,2.49747E-10
1.71,2.49775E-10
1.7,2.49591E-10
1.69,2.49692E-10
1.68,2.496E-10
1.67,2.49584E-10
1.66,2.49656E-10
1.65,2.49586E-10
1.64,2.49593E-10
1.63,2.49613E-10
1.62,2.49437E-10
1.61,2.49417E-10
1.6,2.4937E-10
1.59,2.49553E-10
1.58,2.49399E-10
1.57,2.49358E-10
1.56,2.49336E-10
1.55,2.4936E-10
1.54,2.49263E-10
1.53,2.4923E-10
1.52,2.49204E-10
1.51,2.49255E-10
1.5,2.49043E-10
1.49,2.49046E-10
1.48,2.49126E-10
1.47,2.49148E-10
1.46,2.49143E-10
1.45,2.4902E-10
1.44,2.49056E-10
1.43,2.4889E-10
1.42,2.48874E-10
1.41,2.49109E-10
1.4,2.48898E-10
1.39,2.48946E-10
1.38,2.48794E-10
1.37,2.48681E-10
1.36,2.48687E-10
1.35,2.48756E-10
1.34,2.48839E-10
1.33,2.48594E-10
1.32,2.48685E-10
1.31,2.48532E-10
1.3,2.48611E-10
1.29,2.48558E-10
1.28,2.4862E-10
1.27,2.48522E-10
1.26,2.48494E-10
1.25,2.48353E-10
1.24,2.48443E-10
1.23,2.48281E-10
1.22,2.48367E-10
1.21,2.48277E-10
1.2,2.48259E-10
1.19,2.4807E-10
1.18,2.48124E-10
1.17,2.48081E-10
1.16,2.47953E-10
1.15,2.47948E-10
1.14,2.48039E-10
1.13,2.48024E-10
1.12,2.47851E-10
1.11,2.47822E-10
1.1,2.47618E-10
1.09,2.47708E-10
1.08,2.47685E-10
1.07,2.47651E-10
1.06,2.47455E-10
1.05,2.47553E-10
1.04,2.47383E-10
1.03,2.47409E-10
1.02,2.47334E-10
1.01,2.4726E-10
1,2.4722E-10
0.99,2.47211E-10
0.98,2.46989E-10
0.97,2.47099E-10
0.96,2.46984E-10
0.95,2.47044E-10
0.94,2.46874E-10
0.93,2.46659E-10
0.92,2.46829E-10
0.91,2.46742E-10
0.9,2.46611E-10
0.89,2.46591E-10
0.88,2.46537E-10
0.87,2.46457E-10
0.86,2.46359E-10
0.85,2.46246E-10
0.84,2.4634E-10
0.83,2.46181E-10
0.82,2.4613E-10
0.81,2.45868E-10
0.8,2.45882E-10
0.79,2.45839E-10
0.78,2.45786E-10
0.77,2.45622E-10
0.76,2.45537E-10
0.75,2.45556E-10
0.74,2.45327E-10
0.73,2.45294E-10
0.72,2.45239E-10
0.71,2.45073E-10
0.7,2.45045E-10
0.69,2.44721E-10
0.68,2.44881E-10
0.67,2.4485E-10
0.66,2.44525E-10
0.65,2.44541E-10
0.64,2.44386E-10
0.63,2.44143E-10
0.62,2.44188E-10
0.61,2.44009E-10
0.6,2.4407E-10
0.59,2.43727E-10
0.58,2.43714E-10
0.57,2.43701E-10
0.56,2.43407E-10
0.55,2.43204E-10
0.54,2.4319E-10
0.53,2.42868E-10
0.52,2.42913E-10
0.51,2.4272E-10
0.5,2.42637E-10
